year,maker,model,color,trans,drivet,mileage,price,body_code
2004,Hummer,H2,Red,Automatic,4x4/4-wheel,52065,25888,20217
2017,Ford,Explorer Limited,Gray,Automatic,4x4/4-wheel,47905,25888,20217
2017,BMW,X3 sDrive28i,White,Automatic,RWD,27275,25995,20217
2018,Toyota,RAV4 Hybrid LE,White,CVT,AWD,8469,25845,20217
2019,Acura,RDX Base,Gray,Automatic,FWD,11443,31999,20217
2016,Subaru,Crosstrek 2.0i Limited,Beige,CVT,AWD,56015,18899,20217
2016,Cadillac,SRX Luxury Collection,Black,Automatic,FWD,36297,22418,20217
2016,Cadillac,Escalade Premium,Silver,Automatic,RWD,54279,44499,20217
2016,Cadillac,Escalade ESV Platinum,Black,Automatic,4x4/4-wheel,45201,51499,20217
2014,Land,Rover LR4 HSE,Black,Automatic,4x4/4-wheel,48286,29888,20217
2017,Honda,CR-V EX,Red,CVT,AWD,52248,20329,20217
2018,Ford,Expedition Limited,Silver,Automatic,RWD,35359,46988,20217
2016,Volvo,XC60 T6 Platinum,Black,Automatic,AWD,33591,26494,20217
2018,Volvo,XC90 T6 Momentum,Beige,Automatic,AWD,41514,37999,20217
2017,Lexus,NX 200t F Sport,White,Automatic,AWD,24726,31462,20217
2016,Subaru,Outback 3.6R Limited,White,CVT,AWD,53640,23995,20217
2017,Honda,Pilot EX-L,Silver,Automatic,AWD,35911,27994,20217
2015,Ford,Explorer Sport,Red,Automatic,4x4/4-wheel,38972,25750,20217
2018,Jeep,Grand Cherokee Limited,Gray,Automatic,4x4/4-wheel,29,37998,20217
2018,Toyota,Sequoia SR5 8-PASS 5.7L V8,Silver,Automatic,4x4/4-wheel,36582,38988,20217
2018,Lincoln,Navigator Black Label,Blue,Automatic,4x4/4-wheel,24721,82370,20217
2016,GMC,Acadia SLT-2,Silver,Automatic,FWD,31300,26690,20217
2016,Buick,Enclave Premium,Red,Automatic,FWD,56952,24700,20217
2015,Mitsubishi,Outlander Sport ES,Black,CVT,FWD,31575,14130,20217
2017,Jeep,Compass Latitude,Gray,Automatic,4x4/4-wheel,34841,16940,20217
2014,Toyota,Highlander Limited,White,Automatic,FWD,67081,23470,20217
2017,Acura,MDX 3.5L,White,Automatic,AWD,29935,32000,20217
2018,GMC,Yukon SLT,Gray,Automatic,4x4/4-wheel,40907,42210,20217
2017,Porsche,Macan S,White,Automanual,AWD,19466,46050,20217
2016,BMW,X1 xDrive 28i,White,Automatic,AWD,28708,25340,20217
2016,BMW,X3 xDrive28i,Blue,Automatic,AWD,21896,30818,20217
2019,Volkswagen,Atlas 3.6L SEL Premium,Black,Automatic,AWD,3174,43500,20217
2018,Dodge,Durango R/T,White,Automatic,RWD,31597,37999,20217
2017,Lincoln,MKC Select,Silver,Automatic,FWD,34368,24899,20217
2018,Ford,Expedition XLT,Other,Automatic,4x4/4-wheel,23621,47995,20217
2011,Buick,Enclave 2XL,Silver,Automatic,AWD,82330,14750,20217
2017,Toyota,Sequoia Limited,Black,Automatic,RWD,43324,42000,20217
2019,Hyundai,Santa Fe SE 2.4,Gray,Automatic,FWD,26053,19489,20217
2018,Lexus,NX 300 F Sport,Silver,Automatic,FWD,25393,29489,20217
2016,Nissan,Rogue S,White,Automatic,FWD,43658,15489,20217
2017,BMW,X6 xDrive35i,Black,Automatic,AWD,39169,46000,20217
2006,Lexus,RX 330,Silver,Automatic,AWD,131263,9000,20217
2015,Acura,MDX 3.5L Technology Package,Silver,Automatic,AWD,51306,23990,20217
2019,Chevrolet,Suburban LT,Gray,Automatic,4x4/4-wheel,18761,49497,20217
2016,GMC,Terrain SLE-1,Black,Automatic,FWD,62847,14977,20217
2016,MINI,Countryman Cooper S,Red,Automatic,FWD,52427,16900,20217
2018,Lexus,RX 350L L,White,Automatic,AWD,6984,47998,20217
2017,Toyota,RAV4 XLE,Gray,Automatic,AWD,67880,17981,20217
2016,Mazda,CX-5 Grand Touring,White,Automatic,FWD,52495,18496,20217
2016,Ford,Explorer Sport,Black,Automatic,4x4/4-wheel,43840,29981,20217
2017,Jeep,Grand Cherokee Overland,White,Automatic,4x4/4-wheel,15188,32900,20217
2019,INFINITI,QX80 LUXE,White,Automatic,RWD,16684,48960,20217
2017,Acura,MDX 3.5L w/Technology Package,White,Automatic,FWD,60086,30988,20217
2017,Porsche,Cayenne Platinum Edition,White,Automatic,AWD,23673,46991,20217
2018,Mazda,CX-5 Grand Touring,Black,Automatic,AWD,31840,24000,20217
2017,Jaguar,F-PACE S,Gray,Automatic,AWD,27375,46988,20217
2016,GMC,Terrain SLE-1,Blue,Automatic,FWD,58536,14000,20217
2016,Toyota,RAV4 XLE,Gray,Automatic,FWD,54546,19895,20217
2013,Toyota,RAV4 Limited,White,Automatic,AWD,69059,17995,20217
2017,Hyundai,Tucson Limited,Gray,Automatic,AWD,30214,22995,20217
2015,GMC,Acadia SLE-1,Black,Automatic,AWD,50707,18534,20217
2016,Honda,CR-V EX,Gray,CVT,FWD,28211,19620,20217
2018,Ford,Explorer XLT,White,Automatic,4x4/4-wheel,12606,28700,20217
2018,Subaru,Outback 2.5i Premium,Silver,CVT,AWD,6710,22995,20217
2017,Toyota,RAV4 XLE,Red,Automatic,FWD,22055,20480,20217
2019,Toyota,Highlander LE (3.5L V6),Gray,Automatic,FWD,11283,28800,20217
2019,BMW,X3 sDrive30i,Silver,Automatic,RWD,18915,38991,20217
2018,Audi,Q7 3.0T Premium,Blue,Automatic,AWD,20721,44991,20217
2016,Jeep,Grand Cherokee Limited,White,Automatic,RWD,20248,24988,20217
2019,Mazda,CX-5 Grand Touring,Blue,Automatic,FWD,6342,26777,20217
2014,Ford,Flex Limited,Black,Automatic,FWD,64777,15602,20217
2018,Hyundai,Santa Fe SE,White,Automatic,FWD,21781,21999,20217
2018,Porsche,Macan Sport Edition,White,Automanual,AWD,8020,49800,20217
2018,Hyundai,Tucson SE,Black,Automatic,FWD,6800,18900,20217
2018,INFINITI,QX30 Sport,Black,Automatic,FWD,8261,25881,20217
2015,Volvo,XC60 T6 R-Design Platinum,White,Automatic,AWD,65783,22400,20217
2017,Honda,CR-V EX-L,Black,CVT,FWD,36575,22961,20217
2017,Ford,Explorer sport,Black,Automatic,4x4/4-wheel,17551,34467,20217
2015,Nissan,Pathfinder S,White,CVT,4x4/4-wheel,76466,14500,20217
2016,GMC,Yukon XL SLE,White,Automatic,RWD,61350,33720,20217
2013,Mitsubishi,Outlander Sport LE,White,CVT,FWD,68971,12995,20217
2004,GMC,Yukon Denali,White,Automatic,AWD,101986,7993,20217
2016,Land,Rover LR4 Base,Gray,Automatic,4x4/4-wheel,58400,33888,20217
2016,Lexus,RX 450h,Black,CVT,AWD,19583,41988,20217
2018,Jaguar,E-PACE S,Black,Automatic,AWD,4986,36988,20217
2017,Audi,Q7 3.0T Premium,White,Automatic,AWD,30054,36500,20217
2011,Audi,Q5 3.2 Premium Plus,Black,Automatic,AWD,64612,16988,20217
2018,Audi,Q7 3.0T Premium Plus,Black,Automatic,AWD,32503,41995,20217
2017,Volvo,XC90 T6 Momentum,White,Automatic,AWD,23486,41974,20217
2016,Volvo,XC90 Hybrid T8 Momentum,Gold,Automatic,AWD,12102,44891,20217
2016,Lexus,RX 350 F Sport,Silver,Automatic,AWD,36884,37549,20217
2016,Lexus,RX 350 Base,Silver,Automatic,FWD,32860,29200,20217
2015,Nissan,Murano Platinum,Blue,CVT,FWD,37611,22572,20217
2018,Nissan,Murano SV,Black,CVT,FWD,32347,19998,20217
2016,Lexus,RX 350 Base,White,Automatic,FWD,12240,34999,20217
2016,Audi,SQ5 3.0T Premium Plus,Black,Automatic,AWD,40982,34999,20217
2019,Audi,SQ5 3.0T Premium,Black,Automatic,AWD,5571,55878,20217
2016,Nissan,Rogue S,Black,CVT,AWD,28650,14999,20217
2017,Subaru,Forester 2.5i,White,CVT,AWD,29854,19998,20217
2017,Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,White,Automatic,AWD,36065,74988,20217
2017,Land,Rover Discovery Sport HSE,Black,Automatic,4x4/4-wheel,42539,25998,20217
2016,Ford,Explorer Limited,Black,Automatic,FWD,48215,26998,20217
2018,Hyundai,Tucson SEL,Blue,Automatic,AWD,31718,18995,20217
2016,Cadillac,Escalade Premium,Black,Automatic,4x4/4-wheel,60256,45000,20217
2016,Chevrolet,Tahoe LT,Purple,Automatic,4x4/4-wheel,62276,35000,20217
2017,Acura,MDX 3.5L w/Technology Package,White,Automatic,AWD,34219,33500,20217
2017,Land,Rover Range Rover Sport 3.0L Supercharged HSE,Gray,Automatic,4x4/4-wheel,17877,55900,20217
2012,Audi,Q7 3.0 TDI Premium,White,Automatic,AWD,71139,17552,20217
2017,Audi,Q3 2.0T Premium Plus,Black,Automatic,AWD,12790,23888,20217
2012,Audi,Q7 3.0 TDI Premium,Black,Automatic,AWD,68430,19888,20217
2016,Mercedes-Benz,AMG GLE AMG GLE 63 S Coupe 4MATIC,Silver,Automatic,AWD,23460,64984,20217
2016,Volvo,XC90 T6 Inscription,Gray,Automatic,AWD,33212,38281,20217
2018,MINI,Countryman Cooper S,Gray,Automatic,FWD,12560,29998,20217
2012,Volvo,XC60 3.2,Blue,Automatic,FWD,74393,14995,20217
2016,Volvo,XC90 Hybrid T8 Inscription,Beige,Automatic,AWD,45099,44995,20217
2019,Volvo,XC40 T5 AWD Momentum,Black,Automatic,AWD,11582,38995,20217
2014,Acura,RDX Base,Brown,Automatic,FWD,65725,16300,20217
2013,Mercedes-Benz,GLK 350 4MATIC,Silver,Automatic,AWD,67104,20800,20217
2015,Cadillac,Escalade Premium,Black,Automatic,4x4/4-wheel,50940,48888,20217
2016,MINI,Countryman Cooper,Blue,Automatic,FWD,32307,17888,20217
2018,Mercedes-Benz,GLA 250 Base 4MATIC,Silver,Automatic,AWD,29141,25980,20217
2016,Lexus,GX 460 Base,Black,Automatic,4x4/4-wheel,59095,29888,20217
2014,Honda,Pilot EX-L,White,Automatic,FWD,96155,17000,20217
2018,Land,Rover Range Rover Sport 3.0L Supercharged SE,White,Automatic,4x4/4-wheel,26487,59888,20217
2015,Kia,Sorento LX,Silver,Automatic,FWD,44716,14400,20217
2015,GMC,Terrain SLT-1,Blue,Automatic,FWD,59015,15866,20217
2013,Toyota,Highlander Base Plus,Silver,Automatic,AWD,91963,16430,20217
2018,Toyota,C-HR XLE,Gray,CVT,FWD,25415,18985,20217
2016,Honda,CR-V EX,Blue,CVT,FWD,30821,18183,20217
2016,Acura,MDX 3.5L w/Technology Package,Black,Automatic,AWD,26026,28193,20217
2018,INFINITI,QX60 Base,Gray,CVT,AWD,29308,28998,20217
2016,Land,Rover Range Rover Evoque SE Premium,Black,Automatic,4x4/4-wheel,17696,28998,20217
2019,Jeep,Compass Limited,Black,Automatic,FWD,25762,23998,20217
2011,Ford,Edge SEL,White,Automatic,FWD,111185,8999,20217
2016,Land,Rover Range Rover Sport Supercharged,Gray,Automatic,4x4/4-wheel,37874,48960,20217
2014,Toyota,RAV4 XLE,Black,Automatic,FWD,36539,17360,20217
2012,Toyota,Highlander,Gray,Automatic,FWD,63528,16930,20217
2016,Lexus,NX 200t F Sport,Silver,Automatic,FWD,27009,25985,20217
2015,Mazda,CX-9 Grand Touring,Gray,Automatic,FWD,55281,17895,20217
2018,Chevrolet,Traverse LS,White,Automatic,FWD,18246,26999,20217
2018,Toyota,Highlander XLE,Gray,Automatic,AWD,16686,34346,20217
2013,Jeep,Wrangler Unlimited Rubicon,Red,Automatic,4x4/4-wheel,15625,33550,20217
2013,Toyota,FJ Cruiser Base,Blue,Automatic,4x4/4-wheel,51851,32213,20217
2016,Toyota,Highlander LE Plus,Gray,Automatic,FWD,53991,25393,20217
2018,Chevrolet,Equinox LT,White,Automatic,FWD,27066,18489,20217
2016,BMW,X3 xDrive28d,White,Automatic,AWD,35815,32000,20217
2012,Mercedes-Benz,GLK 350 4MATIC,Black,Automatic,AWD,72944,15700,20217
2018,Cadillac,Escalade Premium Luxury,Black,Automatic,4x4/4-wheel,56698,55555,20217
2011,Lexus,GX 460 Base,Gold,Automatic,4x4/4-wheel,87001,22991,20217
2017,Audi,Q7 3.0T Premium,White,Automatic,AWD,40896,34795,20217
2014,Ford,Expedition EL XL,White,Automatic,4x4/4-wheel,87308,17995,20217
2019,INFINITI,QX50 Luxe,Silver,CVT,AWD,10774,34950,20217
2015,Jeep,Grand Cherokee Limited,Silver,Automatic,4x4/4-wheel,71245,21910,20217
2016,Honda,CR-V SE,Gray,CVT,AWD,21930,19750,20217
2015,BMW,X3 xDrive28i,Silver,Automatic,AWD,61477,19900,20217
2016,Lexus,RX 350 Base,Silver,Automatic,FWD,15046,34380,20217
2016,Audi,SQ5 3.0T Premium Plus,Gray,Automatic,AWD,22208,38900,20217
2016,Nissan,Rogue SV,Red,CVT,AWD,68110,14941,20217
2016,Acura,MDX 3.5L w/Technology Package,Black,Automatic,FWD,27237,28999,20217
2017,Subaru,Forester 2.5i,Gray,CVT,AWD,30552,19999,20217
2017,Acura,RDX,White,Automatic,FWD,31627,24032,20217
2016,Porsche,Cayenne E-Hybrid S,Black,Automatic,AWD,47955,39998,20217
2017,Audi,Q5 2.0T Premium,Black,Automatic,AWD,61563,22448,20217
2017,Audi,SQ5 3.0T Premium Plus,Gray,Automatic,AWD,40695,34998,20217
2012,Audi,Q7 3.0 TDI Premium,Other,Automatic,AWD,60070,19888,20217
2016,Nissan,Pathfinder S,Silver,CVT,4x4/4-wheel,38535,16390,20217
2013,Volvo,XC60 T6 Premier Plus,Blue,Automatic,AWD,46553,15950,20217
2010,Chevrolet,Tahoe LTZ,White,Automatic,4x4/4-wheel,145909,17999,20217
2015,Acura,RDX Technology Package,White,Automatic,AWD,44988,22988,20217
2019,MINI,Countryman Cooper,Gray,Automatic,FWD,18671,21800,20217
2017,BMW,X5 sDrive35i,Gray,Automatic,RWD,34885,38500,20217
2018,Porsche,Macan,White,Automatic,AWD,5123,48991,20217
2017,Porsche,Macan Base,White,Automatic,AWD,16069,44991,20217
2016,Land,Rover LR4 Base,White,Automatic,4x4/4-wheel,37687,42995,20217
2018,Jeep,Grand Cherokee Limited,Gray,Automatic,4x4/4-wheel,35481,26800,20217
2017,Jeep,Wrangler Unlimited Rubicon,White,Automatic,4x4/4-wheel,17250,35357,20217
2012,Mazda,CX-9 Touring,Black,Automatic,FWD,110143,8496,20217
2018,Jeep,Grand Cherokee Limited,Gray,Automatic,4x4/4-wheel,35481,26800,20217
2018,Chevrolet,Tahoe LT,White,Automatic,RWD,28472,41950,20217
2011,Honda,Pilot EX-L,Blue,Automatic,FWD,91491,13979,20217
2016,BMW,X5 xDrive35i,Black,Automatic,AWD,40087,32444,20217
2015,Chevrolet,Equinox 1LT,Gray,Automatic,FWD,76112,12992,20217
2017,Chevrolet,Trax LT,Gray,Automatic,FWD,14707,14354,20217
2012,Toyota,RAV4 Limited,Red,Automatic,4x4/4-wheel,18601,21998,20217
2013,Toyota,4Runner SR5,Black,Automatic,RWD,136849,17882,20217
2017,GMC,Acadia SLE-1,Silver,Automatic,FWD,38145,22900,20217
2009,GMC,Yukon XL Denali,White,Automatic,AWD,95068,16900,20217
2015,Land,Rover Range Rover Evoque Pure Plus,White,Automatic,4x4/4-wheel,36887,27999,20217
2017,Audi,Q7 3.0T Premium,White,Automatic,AWD,35864,38995,20217
2016,Chevrolet,Tahoe LT,White,Automatic,RWD,36171,36999,20217
2018,Cadillac,Escalade ESV Luxury,Black,Automatic,RWD,28202,53800,20217
2017,BMW,X4 xDrive 28i,Black,Automatic,AWD,51202,26800,20217
2015,Toyota,Highlander LE,Silver,Automatic,FWD,69696,21978,20217
2018,Volkswagen,Atlas 3.6L SE,Black,Automatic,AWD,30274,27996,20217
2018,BMW,X1 sDrive28i,Blue,Automatic,FWD,3302,25984,20217
2018,BMW,X1 xDrive28i,White,Automatic,AWD,2713,27484,20217
2016,BMW,X6 sDrive35i,Black,Automatic,RWD,28703,38982,20217
2013,Land,Rover Range Rover Sport HSE,Gray,Automatic,4x4/4-wheel,56879,26995,20217
2018,Nissan,Rogue SV,Gray,CVT,FWD,7356,19999,20217
2018,Nissan,Armada SV,Gray,Automatic,RWD,11757,31400,20217
2013,Mercedes-Benz,GL 450 4MATIC,White,Automatic,AWD,84104,26700,20217
2015,Lexus,NX 200t F Sport,Blue,Automatic,FWD,67000,20785,20217
2011,BMW,X3 xDrive35i,Gray,Automatic,AWD,80638,13956,20217
2014,Porsche,Cayenne GTS,Black,Automatic,AWD,18211,54991,20217
2016,Porsche,Macan S,Black,Automatic,AWD,26310,43994,20217
2018,Porsche,Macan Turbo w/Performance Package,White,Automatic,AWD,8590,89800,20217
2018,Subaru,Forester 2.5i,Black,CVT,AWD,10794,23989,20217
2018,Jeep,Grand Cherokee Laredo,Red,Automatic,RWD,25083,24488,20217
2018,Lincoln,MKX Reserve,White,Automatic,FWD,18858,35995,20217
2017,Land,Rover Range Rover Autobiography,Black,Automatic,4x4/4-wheel,54414,78481,20217
2018,Toyota,C-HR XLE,Red,CVT,FWD,46797,19995,20217
2017,GMC,Acadia Denali,Black,Automatic,FWD,17430,32800,20217
2018,Dodge,Durango SXT,Gray,Automatic,AWD,33343,25995,20217
2018,Porsche,Macan Turbo,White,Automatic,AWD,16610,70999,20217
2016,Land,Rover Discovery Sport HSE,White,Automatic,4x4/4-wheel,43290,27900,20217
2018,Volkswagen,Tiguan 2.0T SEL,Blue,Automatic,FWD,29143,19995,20217
2016,BMW,X3 xDrive28i,Black,Automatic,AWD,34613,25500,20217
2013,Ford,Explorer XLT,Silver,Automatic,FWD,91834,14975,20217
2016,Volvo,XC60 T5 Premier,White,Automatic,AWD,28483,25888,20217
2016,Acura,MDX 3.5L w/Technology Package,Blue,Automatic,AWD,49091,25988,20217
2018,INFINITI,QX60 Base,Silver,CVT,AWD,32596,27499,20217
2018,Mercedes-Benz,GLA 250 Base 4MATIC,Black,Automatic,AWD,17259,26999,20217
2015,Dodge,Durango R/T,Black,Automatic,RWD,35428,30999,20217
2015,Hyundai,Tucson SE,Black,Automatic,AWD,59714,15300,20217
2015,Ford,Expedition Limited,White,Automatic,RWD,35585,33100,20217
2017,Mercedes-Benz,GLE 350 Base 4MATIC,Black,Automatic,AWD,34296,30991,20217
2009,Cadillac,Escalade ESV,Black,Automatic,AWD,42606,26888,20217
2019,Ford,Explorer Platinum,Black,Automatic,4x4/4-wheel,12351,45994,20217
2017,Toyota,RAV4 XLE AWD SUV,Red,Automatic,AWD,19106,21288,20217
2017,Toyota,RAV4 LE FWD SUV,Gray,Automatic,FWD,58944,18788,20217
2019,Jeep,Cherokee Latitude,White,Automatic,FWD,5742,19800,20217
2016,Land,Rover Range Rover Sport 3.0L Turbocharged Diesel HSE Td6,Gray,Automatic,4x4/4-wheel,28208,47926,20217
2018,Porsche,Macan Sport Edition,White,Automatic,AWD,10266,48500,20217
2017,BMW,X3 xDrive35i,Gray,Automatic,AWD,47650,27990,20217
2017,GMC,Acadia Denali,Gray,Automatic,AWD,55584,29599,20217
2014,INFINITI,QX80 Base,Black,Automatic,4x4/4-wheel,88268,26333,20217
2019,GMC,Acadia Denali,Gray,Automatic,FWD,5060,41771,20217
2016,Mazda,CX-5 Touring,Black,Automatic,FWD,55132,15845,20217
2011,Honda,Pilot EX-L w/ Navigation,Red,Automatic,4x4/4-wheel,57296,17915,20217
2016,Land,Rover Discovery Sport HSE,White,Automatic,4x4/4-wheel,44097,23200,20217
2018,Jeep,Cherokee Latitude,White,Automatic,4x4/4-wheel,34011,19204,20217
2018,Volvo,XC60 T5 Inscription,Black,Automatic,AWD,12233,41990,20217
2011,Jeep,Grand Cherokee Laredo,Purple,Automatic,RWD,92306,14995,20217
2018,Toyota,Highlander XLE,White,Automatic,AWD,39795,31290,20217
2018,Hyundai,Santa Fe Sport 2.4L,Black,Automatic,AWD,34824,18672,20217
2015,Ford,Expedition EL XLT,Black,Automatic,4x4/4-wheel,61636,24594,20217
2019,INFINITI,QX80 Luxe,Blue,Automatic,AWD,20815,44874,20217
2018,Cadillac,XT5 Premium Luxury,Silver,Automatic,FWD,33307,28998,20217
2016,Jeep,Wrangler Unlimited Sport,White,Automatic,4x4/4-wheel,36312,27998,20217
2017,Audi,Q7 3.0T Prestige,White,Automatic,AWD,47901,40998,20217
2013,Toyota,RAV4 XLE,Silver,Automatic,AWD,94336,14988,20217
2016,Jeep,Cherokee Trailhawk,White,Automatic,4x4/4-wheel,16660,27270,20217
2018,Chevrolet,Tahoe LT,White,Automatic,RWD,28472,41530,20217
2014,Ford,Explorer XLT,Silver,Automatic,FWD,62462,18950,20217
2016,Ford,Edge SE,Black,Automatic,FWD,48718,16999,20217
2018,Ford,Explorer XLT,Silver,Automatic,FWD,2165,28977,20217
2016,Mercedes-Benz,GLA 250 4MATIC,Black,Automatic,AWD,10620,27480,20217
2016,INFINITI,QX60,Blue,CVT,FWD,31416,25380,20217
2016,Honda,Pilot LX,Green,Automatic,FWD,37531,22370,20217
2017,Chevrolet,Traverse 1LT,Black,Automatic,AWD,55255,22460,20217
2015,Toyota,Venza LE,Gray,Automatic,FWD,59379,16270,20217
2016,Volkswagen,Tiguan SE,White,Automatic,FWD,46703,15300,20217
2015,Lexus,GX 460 Base,White,Automatic,4x4/4-wheel,88840,25995,20217
2014,Mitsubishi,Outlander Sport ES,Silver,Manual,FWD,51976,12599,20217
2016,Land,Rover Discovery Sport SE,Black,Automatic,4x4/4-wheel,27790,22950,20217
2018,Toyota,C-HR XLE Sport Utility 4D,Silver,Automatic,FWD,14004,19489,20217
2019,Chevrolet,Equinox 1LT,Silver,Automatic,FWD,21502,20489,20217
2013,Ford,Edge SEL,Other,Automatic,FWD,114043,11988,20217
2017,Jeep,Wrangler Sport,White,Automatic,4x4/4-wheel,44462,24500,20217
2019,BMW,X3 xDrive30i,Gray,Automatic,AWD,5127,39500,20217
2014,Porsche,Cayenne GTS,Blue,Automatic,AWD,66991,42988,20217
2018,Cadillac,XT5 Premium Luxury,Black,Automatic,FWD,29839,31943,20217
2016,Porsche,Macan S,Black,Automatic,AWD,39668,41698,20217
2018,Mercedes-Benz,GLA 250 Base 4MATIC,White,Automatic,AWD,19153,26487,20217
2016,Ford,Explorer Limited,Silver,Automatic,4x4/4-wheel,68329,22795,20217
2006,Toyota,Sequoia SR5,Gray,Automatic,RWD,81829,10995,20217
2013,Porsche,Cayenne Turbo,Silver,Automatic,AWD,56118,39500,20217
2018,Chevrolet,Suburban LT,White,Automatic,4x4/4-wheel,43226,41873,20217
2018,Chevrolet,Suburban LT,Silver,Automatic,4x4/4-wheel,37509,40381,20217
2016,Lexus,RX 350 Base,Silver,Automatic,FWD,25224,33880,20217
2016,Ford,Edge SEL,Gray,Automatic,FWD,24110,19734,20217
2017,Chevrolet,Equinox LT,Black,Automatic,FWD,41768,14526,20217
2016,Acura,MDX,Gray,Automatic,FWD,23739,25999,20217
2018,Acura,MDX 3.5L w/Technology & Entertainment Pkgs,Blue,Automatic,AWD,13625,43999,20217
2013,Chevrolet,Traverse 1LT,Blue,Automatic,FWD,113223,11281,20217
2017,Hyundai,Tucson Sport,White,Automatic,AWD,36359,17684,20217
2018,Toyota,C-HR XLE,Black,CVT,FWD,46200,17184,20217
2012,Audi,Q7 3.0 TDI Premium,Gray,Automatic,AWD,46118,22988,20217
2018,Chevrolet,Traverse LT Cloth,White,Automatic,AWD,18815,32975,20217
2008,GMC,Yukon SLT,Black,Automatic,RWD,130818,9955,20217
2018,Honda,CR-V LX,Gray,CVT,AWD,12970,24391,20217
2017,Ford,Expedition Limited,White,Automatic,RWD,31537,35992,20217
2015,Ford,Expedition XLT,Blue,Automatic,RWD,32894,29992,20217
2016,Jeep,Cherokee 75th Anniversary,Gray,Automatic,FWD,19625,19993,20217
2012,Toyota,FJ Cruiser Base,White,Automatic,4x4/4-wheel,59160,29990,20217
2016,Buick,Enclave Leather,Silver,Automatic,AWD,37117,24300,20217
2018,Ford,Expedition XLT,White,Automatic,4x4/4-wheel,5234,44900,20217
2017,Honda,Pilot EX,Gray,Automatic,AWD,21920,26200,20217
2017,Cadillac,Escalade ESV Luxury,Silver,Automatic,4x4/4-wheel,7465,56630,20217
2017,Volvo,XC90 T6 R-Design,White,Automatic,AWD,18782,45800,20217
2017,Jeep,Grand Cherokee Altitude,Black,Automatic,RWD,19141,29220,20217
2017,Audi,Q7 3.0T Premium Plus,White,Automatic,AWD,44574,37380,20217
2018,Chevrolet,Suburban LT,Black,Automatic,4x4/4-wheel,42808,41180,20217
2018,Ford,Edge Titanium,Black,Automatic,FWD,34907,23340,20217
2015,Toyota,Venza LE,Gray,Automatic,FWD,59379,16270,20217
2007,GMC,Yukon XL SLT,Red,Automatic,4x4/4-wheel,137177,11999,20217
2015,Dodge,Durango Limited,White,Automatic,RWD,56929,23995,20217
2017,GMC,Acadia Denali,Silver,Automatic,AWD,50087,30999,20217
2015,Mercedes-Benz,GL 350 BlueTEC 4MATIC,Silver,Automatic,AWD,78913,28900,20217
2017,BMW,X3 xDrive28i,White,Automatic,AWD,50829,25900,20217
2017,Subaru,Forester 2.5i Limited,Green,CVT,AWD,27934,25988,20217
2004,Honda,CR-V EX,White,Automatic,4x4/4-wheel,114438,7488,20217
2016,Porsche,Cayenne Base,Blue,Automatic,AWD,6547,43991,20217
2017,Porsche,Macan GTS,Blue,Automatic,AWD,16627,65991,20217
2018,Mercedes-Benz,GLA 250 Base 4MATIC,Gray,Automatic,AWD,13116,28988,20217
2017,Honda,HR-V LX,Purple,CVT,AWD,49269,17988,20217
2016,GMC,Yukon XL SLT,Black,Automatic,4x4/4-wheel,43172,38995,20217
2017,Volvo,XC90 T6 Momentum,Black,Automatic,AWD,52032,34970,20217
2018,Chevrolet,Tahoe Premier,White,Automatic,4x4/4-wheel,43155,41077,20217
2015,Mitsubishi,Outlander Sport ES,Black,CVT,4x4/4-wheel,47703,12800,20217
2016,Audi,Q5 3.0T Premium Plus,Gray,Automatic,AWD,30063,28988,20217
2017,Subaru,Forester 2.5i Premium,Green,CVT,AWD,35851,21979,20217
2015,Nissan,Xterra PRO-4X,Black,Manual,4x4/4-wheel,27425,29795,20217
2016,Land,Rover Range Rover Sport Supercharged SE,Black,Automatic,4x4/4-wheel,34065,39995,20217
2019,Hyundai,Tucson Value,Gray,Automatic,FWD,11,19800,20217
2017,INFINITI,QX30 Base,Black,Automatic,FWD,45187,18995,20217
2011,Nissan,Pathfinder Silver,Silver,Automatic,RWD,98742,12999,20217
2018,INFINITI,QX60 Base,Blue,CVT,AWD,20583,29272,20217
2017,INFINITI,QX50 Base,Red,Automatic,AWD,10183,29495,20217
2013,Subaru,Outback 2.5i Limited,Black,CVT,AWD,51303,16788,20217
2017,Jeep,Wrangler Unlimited Rubicon,White,Automatic,4x4/4-wheel,21613,37995,20217
2016,Lexus,NX 200t F Sport,Silver,Automatic,FWD,42223,24995,20217
2019,Land,Rover Range Rover Velar P250 Base,White,Automatic,4x4/4-wheel,5480,48792,20217
2016,Mercedes-Benz,GLE 350 4MATIC,Gray,Automatic,AWD,31169,27995,20217
2016,Volvo,XC90 Hybrid T8 R-Design,White,Automatic,AWD,26863,51987,20217
2013,BMW,X3 xDrive28i,Other,Automatic,AWD,97955,10991,20217
2011,BMW,X3 xDrive35i,Black,Automatic,AWD,95141,10992,20217
2018,BMW,X2 xDrive28i,Blue,Automatic,AWD,2284,32492,20217
2016,INFINITI,QX50 Base,Black,Automatic,RWD,14452,23981,20217
2018,BMW,X1 sDrive28i,White,Automatic,FWD,9747,29884,20217
2014,Acura,MDX 3.5L Technology Package,White,Automatic,FWD,71150,19400,20217
2017,Ford,Edge SEL,Gray,Automatic,FWD,46298,18888,20217
2017,Toyota,RAV4 Hybrid Xle Sport Utility,Black,CVT,AWD,24198,26995,20217
