year,maker,model,color,trans,drivet,mileage,price,body_code
2009,Acura,TL Technology,Silver,Automatic,FWD,88161,12190,20211
2016,Nissan,Altima 3.5 SL,White,CVT,FWD,58502,15999,20211
2011,Lincoln,MKZ Hybrid Base,White,CVT,FWD,129170,7999,20211
2018,Ford,Fusion Hybrid,White,CVT,FWD,32925,17200,20211
2018,Chrysler,300 S,Black,Automatic,AWD,35933,21300,20211
2016,Lexus,IS 200t Base,Gray,Automatic,RWD,42016,22900,20211
2018,Toyota,Camry SE,Blue,Automatic,FWD,44959,21081,20211
2018,Toyota,Camry SE,Silver,Automatic,FWD,11224,22982,20211
2017,Toyota,Corolla LE,Black,CVT,FWD,43877,15182,20211
2018,Toyota,Camry SE,White,Automatic,FWD,58385,19582,20211
2017,Hyundai,Sonata Limited,Silver,Automatic,FWD,102179,13995,20211
2013,Honda,Accord EX,Silver,CVT,FWD,55581,16999,20211
2018,Chevrolet,Impala 2LZ,Gray,Automatic,FWD,32847,20793,20211
2016,Lexus,IS 200t Base,Gray,Automatic,RWD,33588,23292,20211
2017,Honda,Accord LX,Black,CVT,FWD,14137,19998,20211
2014,Lexus,IS 250 Base,Gray,Automatic,RWD,54506,21998,20211
2019,BMW,740 i,Black,Automatic,RWD,15000,52900,20211
2016,BMW,640 Gran Coupe i,Black,Automatic,RWD,22100,42995,20211
2016,Lexus,IS 200t Base,Black,Automatic,RWD,20586,25980,20211
2017,Chevrolet,Malibu 1LT,Silver,Automatic,FWD,63082,15790,20211
2016,Lexus,IS 200t Base,White,Automatic,RWD,30989,22890,20211
2018,Mazda,Mazda6 Touring,Black,Automatic,FWD,36982,19900,20211
2018,Toyota,Corolla LE,Silver,CVT,FWD,33080,14500,20211
2018,Chevrolet,Impala 2LZ,Black,Automatic,FWD,42728,18999,20211
2015,Lexus,ES 300h Base,Gray,CVT,FWD,95151,19500,20211
2016,Mercedes-Benz,C 300,Silver,Automatic,RWD,59415,19999,20211
2016,Lexus,ES 300h Base,White,CVT,FWD,56939,23999,20211
2013,Hyundai,Sonata GLS,Blue,Automatic,FWD,104400,7999,20211
2015,Chevrolet,SS Base,Black,Automatic,RWD,43640,32300,20211
2015,Audi,A8 L 3.0 TDI,Black,Automatic,AWD,30072,40000,20211
2015,Chevrolet,Impala Limited LTZ,Silver,Automatic,FWD,95248,12400,20211
2007,BMW,335 i,Silver,Automatic,RWD,104303,11999,20211
2011,Chevrolet,Cruze LS,Silver,Automatic,FWD,105657,6999,20211
2011,Buick,LaCrosse CXL,Brown,Automatic,AWD,107641,9998,20211
2016,Mercedes-Benz,CLA 250,Gray,Automanual,AWD,39685,23310,20211
2015,INFINITI,Q50 Sport,Black,Automatic,RWD,43254,23520,20211
2015,Toyota,Camry SE,White,Automatic,FWD,42546,16460,20211
2016,Jaguar,XJ XJL Portfolio,Gray,Automatic,RWD,42177,34130,20211
2016,Hyundai,Genesis 3.8,Silver,Automatic,RWD,10174,26360,20211
2017,Honda,Accord EX-L V6,Gray,Automatic,FWD,39015,23570,20211
2017,Nissan,Maxima Platinum,Gray,CVT,FWD,42682,23620,20211
2016,Ford,Fusion SE,Gray,Automatic,FWD,57262,15390,20211
2016,Audi,A3 2.0T Premium quattro,Black,Automanual,AWD,30884,22590,20211
2017,Jaguar,XF 35t Premium,White,Automatic,AWD,29358,26760,20211
2016,Audi,A6 2.0T Premium,White,Automanual,FWD,36658,23670,20211
2015,Lexus,IS 250,Gray,Automatic,RWD,35898,23620,20211
2018,Nissan,Maxima S,Gray,CVT,FWD,4215,23260,20211
2016,Chevrolet,Malibu Hybrid Base,White,Automatic,FWD,37058,18520,20211
2016,Audi,A6 3.0T Premium Plus,Blue,Automatic,AWD,47075,27580,20211
2018,Dodge,Charger SXT Plus,White,Automatic,RWD,16523,23490,20211
2013,Lexus,GS 350 Base,Black,Automatic,RWD,67777,20420,20211
2016,Dodge,Charger R/T,Silver,Automatic,RWD,23374,26960,20211
2017,Audi,A6 2.0T Premium,Black,Automanual,FWD,41150,26320,20211
2016,Toyota,Camry LE,Blue,Automatic,FWD,20184,16440,20211
2016,Audi,A6 3.0T Prestige,White,Automatic,AWD,22118,32080,20211
2017,Jaguar,XE 35t Premium,Black,Automatic,RWD,32294,24330,20211
2018,Dodge,Charger R/T,White,Automatic,RWD,32904,25210,20211
2018,Toyota,Camry L,Gray,Automatic,FWD,6640,20770,20211
2015,Honda,Civic Si,Silver,Manual,FWD,40187,18680,20211
2016,BMW,528 i,White,Automatic,RWD,59695,24590,20211
2017,Kia,Optima Hybrid EX,Red,Automatic,FWD,7408,21610,20211
2016,Chrysler,300 S,Gray,Automatic,AWD,30576,21750,20211
2018,Honda,Accord EX-L 2.0T,Silver,Automatic,FWD,16674,28750,20211
2017,Audi,A4 Premium Plus,Black,Automanual,AWD,10237,31430,20211
2015,BMW,750 Li xDrive,Black,Automatic,AWD,38551,38780,20211
2016,Dodge,Charger SRT8,White,Automatic,RWD,21749,40150,20211
2016,Mercedes-Benz,E 400,Black,Automatic,RWD,40649,30420,20211
2017,Jaguar,XE 25t,White,Automatic,RWD,13444,23490,20211
2012,Volvo,S60 T5,Silver,Automatic,FWD,105669,7998,20211
2018,Volvo,S90 T6 Inscription,Gray,Automatic,AWD,179,45000,20211
2017,Mercedes-Benz,E 300,Gray,Automatic,RWD,25503,36480,20211
2016,Mercedes-Benz,C 300,White,Automatic,RWD,35037,28480,20211
2017,Mercedes-Benz,C 300,Black,Automatic,RWD,59839,25980,20211
2016,Mercedes-Benz,CLS 550,Silver,Automatic,RWD,36089,44480,20211
2016,Mercedes-Benz,C 300,Blue,Automatic,RWD,25941,28480,20211
2018,Mercedes-Benz,S 560,Black,Automatic,RWD,2817,83480,20211
2018,Honda,Civic EX,Gray,CVT,FWD,8682,19750,20211
2016,Nissan,Altima 3.5 SL,Silver,CVT,FWD,51582,16280,20211
2016,BMW,528 i,White,Automatic,RWD,59695,24590,20211
2015,BMW,M3 Base,White,Manual,RWD,28908,45800,20211
2016,BMW,750 i xDrive,Blue,Automatic,AWD,43436,39300,20211
2018,Dodge,Charger R/T 392,Black,Automatic,RWD,12913,36430,20211
2016,Audi,A6 3.0T Premium Plus,Silver,Automatic,AWD,41160,27380,20211
2016,BMW,340 i xDrive,Blue,Automatic,AWD,36378,25770,20211
2019,Honda,Insight Touring,White,CVT,FWD,2700,24700,20211
2014,Honda,Civic EX,Black,CVT,FWD,27865,15710,20211
2015,Hyundai,Genesis 3.8,Black,Automatic,RWD,32128,23390,20211
2018,Volvo,S90 T5 Momentum,Blue,Automatic,AWD,24583,31430,20211
2018,Cadillac,CTS 3.6L Luxury,Gray,Automatic,RWD,33717,26740,20211
2015,Honda,Civic Si,Silver,Manual,FWD,40187,18680,20211
2018,Chrysler,300 Limited,Gray,Automatic,RWD,26397,22020,20211
2016,Jaguar,XF 35t Prestige,White,Automatic,RWD,31939,24460,20211
2017,Chrysler,300C Base,Silver,Automatic,RWD,36273,19770,20211
2016,Mazda,Mazda3 i Sport,Black,Automatic,FWD,44066,15080,20211
2017,Volkswagen,Passat 1.8T SE,White,Automatic,FWD,35845,17000,20211
2016,Volkswagen,Passat 1.8T SE,Blue,Automatic,FWD,28218,15000,20211
2017,Honda,Civic EX,Gray,CVT,FWD,21546,19500,20211
2016,Toyota,Mirai Base,Black,Automatic,FWD,35410,15877,20211
2018,Audi,S6 4.0T Premium Plus quattro,Black,Automatic,AWD,575,64999,20211
2010,Mercedes-Benz,E 63 AMG,Silver,Automatic,RWD,79000,22519,20211
2014,Maserati,Ghibli S Q4,Other,Automatic,AWD,11191,28995,20211
2015,Nissan,Altima 2.5 S,White,CVT,FWD,23977,13990,20211
2018,Toyota,Camry XSE,Silver,Automatic,FWD,34319,27321,20211
2018,Toyota,Avalon XLE,Silver,Automatic,FWD,33018,20999,20211
2018,Toyota,Camry SE,Silver,Automatic,FWD,46000,19999,20211
2018,INFINITI,Q50 3.0t LUXE,Blue,Automatic,AWD,38179,23999,20211
2018,Toyota,Camry SE,Silver,Automatic,FWD,39733,21499,20211
2016,Mazda,Mazda6 i Sport,Gray,Automatic,FWD,60435,12999,20211
2012,Kia,Optima Hybrid EX,Blue,Automatic,FWD,40240,13998,20211
2016,Hyundai,Elantra SE,Black,Automatic,FWD,47389,11508,20211
2016,Lexus,GS 350,White,Automatic,RWD,35567,37988,20211
2016,Cadillac,CTS 2.0L Turbo Luxury,Red,Automatic,RWD,31129,25489,20211
2018,Hyundai,Sonata Sport 2.0T,Black,Automatic,FWD,17532,19489,20211
2018,Honda,Accord LX,Black,Automatic,FWD,11572,20989,20211
2019,Kia,Optima LX,White,Automatic,FWD,14559,17789,20211
2018,Honda,Accord Sport,White,Automatic,FWD,2846,25989,20211
2016,Hyundai,Sonata SE,Red,Automatic,FWD,10000,15989,20211
2018,Honda,Civic EX-T,White,CVT,FWD,12533,22999,20211
2014,Honda,Accord LX,Black,CVT,FWD,13431,19000,20211
2017,BMW,330e iPerformance,Silver,Automatic,RWD,16151,31500,20211
2016,Kia,Forte LX,Black,Automatic,FWD,75099,9895,20211
2018,Chevrolet,Malibu LT,Gray,Automatic,FWD,34852,14895,20211
2017,Ford,Fusion Energi SE Luxury,Black,CVT,FWD,22210,18834,20211
2018,Toyota,Camry SE,Blue,Automatic,FWD,34088,22500,20211
2017,Volkswagen,Jetta 1.4T S,Black,Automatic,FWD,18560,14500,20211
2016,Lexus,GS 350 Base,Blue,Automatic,RWD,39460,30993,20211
2016,Maserati,Quattroporte S,White,Automatic,RWD,23683,44551,20211
2016,Ford,Fiesta SE,Gray,Automatic,FWD,31417,8929,20211
2017,Ford,Fusion Energi SE Luxury,Gray,CVT,FWD,33646,16845,20211
2011,Ford,Fusion Hybrid Base,Blue,CVT,FWD,74820,8995,20211
2015,Maserati,Ghibli S Q4,Black,Automatic,AWD,30326,35999,20211
2015,BMW,640 Gran Coupe i,White,Automatic,RWD,63412,32999,20211
2011,BMW,750 i,Black,Automatic,RWD,92883,15998,20211
2013,Dodge,Charger R/T,Black,Automatic,RWD,77395,17788,20211
2018,Cadillac,CT6 3.6L Premium Luxury,Gray,Automatic,AWD,7401,46950,20211
2016,Honda,Accord EX-L,Black,CVT,FWD,31471,20777,20211
2017,Toyota,Camry LE,White,Automatic,FWD,34710,15877,20211
2016,Honda,Accord EX-L,Gray,CVT,FWD,24133,20477,20211
2016,Nissan,Altima 2.5 SV,Blue,CVT,FWD,19313,16288,20211
2016,Mazda,Mazda3 i Sport,White,Automatic,FWD,40811,14998,20211
2016,Hyundai,Sonata Limited,White,Automatic,FWD,19615,19998,20211
2017,Audi,A4 2.0T Prestige,Blue,Automatic,AWD,31150,33900,20211
2017,Audi,A4 2.0T Premium Plus,Blue,Automatic,AWD,45052,27300,20211
2011,Toyota,Corolla LE,White,Automatic,FWD,100215,7981,20211
2018,Toyota,Camry SE,Green,Automatic,FWD,25586,21981,20211
2016,Chevrolet,Malibu 1LT,Black,Automatic,FWD,44991,14120,20211
2017,Chevrolet,Cruze LT,Silver,Automatic,FWD,49530,12026,20211
2016,Nissan,Maxima 3.5 SV,Red,CVT,FWD,41591,18515,20211
2016,Acura,TLX V6,Black,Automatic,FWD,27109,22999,20211
2016,Volkswagen,Jetta 1.8T SEL,Black,Automatic,FWD,23889,14988,20211
2015,Audi,A6 2.0T Premium Plus,Gray,CVT,FWD,31575,21988,20211
2016,Volkswagen,Passat 1.8T R-Line,Black,Automatic,FWD,31341,14488,20211
2014,Volkswagen,Passat 2.0L TDI SE,Blue,Automatic,FWD,44778,11998,20211
2017,Hyundai,Elantra SE,White,Automatic,FWD,9992,13530,20211
2016,Hyundai,Elantra SE,Gray,Automatic,FWD,102125,7370,20211
2011,Honda,Civic LX,Black,Automatic,FWD,143491,6490,20211
2017,Cadillac,CT6 2.0L Turbo Luxury,White,Automatic,RWD,35513,33900,20211
2017,Cadillac,CT6 2.0L Turbo Standard,White,Automatic,RWD,7787,33200,20211
2015,INFINITI,Q50 Premium,Gray,Automatic,AWD,32696,19900,20211
2017,Cadillac,CT6 2.0L Turbo Luxury,Silver,Automatic,RWD,23257,35400,20211
2018,Mercedes-Benz,E 300,Gray,Automatic,RWD,16257,39700,20211
2016,Dodge,Charger R/T Scat Pack,Black,Automatic,RWD,28992,32300,20211
2016,Ford,Fusion SE,Gray,Automatic,FWD,57262,15390,20211
2015,Dodge,Charger SRT Hellcat,Blue,Automatic,RWD,12343,52410,20211
2015,INFINITI,Q50 Sport,Black,Automatic,RWD,43254,23520,20211
2017,Dodge,Charger SE,Gray,Automatic,RWD,9797,23100,20211
2016,Mercedes-Benz,CLA 250,Gray,Automanual,AWD,39685,23310,20211
2017,Kia,Optima Hybrid EX,Red,Automatic,FWD,7408,21610,20211
2018,Honda,Accord EX-L 2.0T,Silver,Automatic,FWD,16674,28750,20211
2018,Cadillac,XTS Luxury,Black,Automatic,FWD,35562,25730,20211
2015,Toyota,Camry SE,White,Automatic,FWD,42546,16460,20211
2016,Toyota,Camry LE,Blue,Automatic,FWD,20184,16440,20211
2017,Lincoln,MKZ Reserve,White,CVT,FWD,27837,25440,20211
2015,Honda,Civic Si,Silver,Manual,FWD,40187,18680,20211
2015,Honda,Accord EX-L,White,Automatic,FWD,28049,19900,20211
2015,Mercedes-Benz,E 350,White,Automatic,RWD,46612,21660,20211
2017,Mercedes-Benz,E 300,Black,Automatic,RWD,18012,34840,20211
2017,Honda,Accord Sport,White,CVT,FWD,15372,22090,20211
2016,Mercedes-Benz,CLA 250,White,Automanual,FWD,33264,23460,20211
2015,BMW,M3 Base,White,Manual,RWD,28908,45800,20211
2016,Nissan,Altima 2.5 SR,Black,CVT,FWD,30932,15630,20211
2016,BMW,528 i,White,Automatic,RWD,59695,24590,20211
2016,BMW,320 i,Black,Automatic,RWD,24163,20970,20211
2015,Acura,TLX Tech,Red,Automanual,FWD,29660,19930,20211
2019,Cadillac,XTS Luxury,Black,Automatic,FWD,12673,29980,20211
2014,Dodge,Charger SE,Gray,Automatic,RWD,93145,12999,20211
2012,BMW,328 i,Brown,Automatic,RWD,84428,11999,20211
2018,Acura,TLX Technology,Gray,Automatic,FWD,13585,28880,20211
2016,Acura,TLX V6,White,Automatic,FWD,32574,22239,20211
2014,Acura,RLX Navigation,Black,Automatic,FWD,49985,21088,20211
2015,Lexus,GS 350,Gray,Automatic,RWD,68037,25999,20211
2017,Lexus,IS 200t Base,Black,Automatic,RWD,11278,27500,20211
2013,Ford,Fusion SE,Red,Automatic,FWD,95571,7564,20211
2015,Mercedes-Benz,C 300,Gray,Automatic,AWD,70323,18411,20211
2018,Mercedes-Benz,C 300,Black,Automatic,RWD,8905,32988,20211
2019,Honda,Accord LX 1.5T,Gray,CVT,FWD,3800,22960,20211
2018,Chrysler,300 Limited,Silver,Automatic,RWD,27522,22640,20211
2014,Chevrolet,Impala Limited LT,Gray,Automatic,FWD,72979,11600,20211
2015,Mercedes-Benz,S 550,White,Automatic,RWD,29121,44000,20211
2014,Tesla,Model S,Silver,Automatic,RWD,49518,37200,20211
2016,Cadillac,CTS 2.0L Turbo Luxury,Black,Automatic,AWD,28378,23400,20211
2017,Chevrolet,Cruze,White,Automatic,FWD,24000,18999,20211
2016,Chevrolet,Malibu 1FL,White,Automatic,FWD,44492,14999,20211
2018,Chrysler,300 Limited,Black,Automatic,AWD,14000,22999,20211
2012,Honda,Accord EX-L,Gray,Automatic,FWD,200930,8588,20211
2011,Toyota,Camry SE,Silver,Automatic,FWD,137261,10800,20211
2014,Chevrolet,Impala Limited LT,Gray,Automatic,FWD,72979,11600,20211
2017,BMW,340 i,Blue,Automatic,RWD,25375,30400,20211
2014,Tesla,Model S,White,Automatic,RWD,29860,43900,20211
2014,Audi,A8 L 3.0 TDI,Black,Automatic,AWD,27833,34900,20211
2018,Mercedes-Benz,AMG C 63 Base,Black,Automatic,RWD,18233,48400,20211
2018,Toyota,Camry L,White,Automatic,FWD,35529,19891,20211
2017,Audi,A4 Premium,Silver,Automanual,AWD,49639,22720,20211
2016,Nissan,Maxima 3.5 Platinum,Silver,CVT,FWD,41113,23310,20211
2016,BMW,750 i,Gray,Automatic,RWD,28699,41620,20211
2013,Dodge,Dart SXT,Red,Automatic,FWD,71689,9500,20211
2016,Audi,A6 2.0T Premium,Silver,Automatic,FWD,28178,23998,20211
2017,Jaguar,XE 35t First Edition,White,Automatic,RWD,2695,31998,20211
2017,Ford,Fusion SE,Gold,Automatic,FWD,26449,14998,20211
2016,BMW,535 i,Black,Automatic,RWD,42997,23998,20211
2016,Nissan,Altima 2.5 SV,Gray,CVT,FWD,24415,16998,20211
2015,Mercedes-Benz,CLA 250,Gray,Automatic,FWD,44240,20998,20211
2016,Chevrolet,Impala 2LZ,White,Automatic,FWD,23879,22998,20211
2016,Nissan,Altima 2.5 S,White,CVT,FWD,41260,14998,20211
2017,Toyota,Camry SE,Silver,Automatic,FWD,52230,16998,20211
2016,Honda,Civic EX,White,CVT,FWD,27938,17998,20211
2016,Honda,Civic LX,Blue,CVT,FWD,35397,16998,20211
2015,BMW,320 i,Gray,Automatic,RWD,50537,16998,20211
2018,Chevrolet,Malibu 1LS,Black,Automatic,FWD,16955,17998,20211
2014,Chevrolet,Malibu 1FL,Silver,Automatic,FWD,42650,12998,20211
2016,Ford,Fusion Energi Titanium,Red,CVT,FWD,40971,17998,20211
2016,Mazda,Mazda6 i Sport,Silver,Automatic,FWD,24006,15777,20211
2016,Mazda,Mazda6 i Grand Touring,Gray,Automatic,FWD,40607,18988,20211
2012,Volkswagen,Jetta GLI,Black,Automatic,FWD,50448,10577,20211
2016,Mazda,Mazda3 i Touring,Black,Automatic,FWD,36913,15200,20211
2015,Hyundai,Elantra SE,Gray,Automatic,FWD,91618,8894,20211
2017,Hyundai,Sonata Limited,Black,Automatic,FWD,22441,20499,20211
2019,Hyundai,Sonata Hybrid Limited,White,Automatic,FWD,1099,26800,20211
2017,Nissan,Maxima 3.5 SV,Silver,CVT,FWD,31748,21995,20211
2017,Honda,Accord EX-L,Black,CVT,FWD,20547,22689,20211
2018,INFINITI,Q50 3.0t LUXE,Black,Automanual,AWD,6342,27137,20211
2016,Honda,Accord EX-L,Black,Automatic,FWD,59016,19436,20211
2017,Toyota,Corolla SE,Blue,CVT,FWD,44349,16991,20211
2018,Chevrolet,Impala 1LT,Gray,Automatic,FWD,52915,16900,20211
1999,Acura,TL 3.2,Red,Automatic,FWD,137480,3999,20211
2013,Volkswagen,Passat 2.0 TDI SE w/ Sunroof,Red,Automatic,FWD,19984,13830,20211
2011,Volvo,S80 3.2,Gray,Automatic,FWD,95795,9888,20211
2015,Lexus,GS 350 Base,White,Automatic,RWD,48854,28995,20211
2011,Audi,A8 L 4.2 quattro,Silver,Automatic,AWD,99045,18995,20211
2018,Kia,Optima LX,Gray,Automatic,FWD,40178,14172,20211
2018,Chevrolet,Malibu LT,Gray,Automatic,FWD,27997,16272,20211
2018,Hyundai,Elantra SEL,Silver,Automatic,FWD,41452,13172,20211
2018,Nissan,Altima 2.5 SR,Blue,CVT,FWD,24510,18993,20211
2018,Honda,Civic Touring,Gray,CVT,FWD,14785,24492,20211
2016,Hyundai,Sonata SE,White,Automatic,FWD,56267,11981,20211
2018,Audi,A3 2.0T Premium,Gray,Automatic,AWD,19744,29500,20211
2014,Honda,Accord EX-L,Black,Automatic,FWD,85509,15995,20211
2016,BMW,340 i,White,Automatic,RWD,36095,29995,20211
2016,Honda,Accord LX,Black,CVT,FWD,29991,15995,20211
2018,Lexus,ES 350,Gray,Automatic,FWD,9771,35988,20211
2016,Toyota,Camry SE,Silver,Automatic,FWD,42883,15495,20211
2017,Ford,Fusion SE,Silver,Automatic,FWD,34133,19367,20211
2016,Ford,Fusion SE,Silver,Automatic,FWD,19629,18802,20211
2016,BMW,740 i,Blue,Automatic,RWD,26533,37700,20211
2016,Lexus,IS 200t Base,Silver,Automatic,RWD,19036,24500,20211
2016,Mazda,Mazda6 i Touring,Gray,Automatic,FWD,15777,18000,20211
2018,INFINITI,Q50 3.0t Sport,Silver,Automatic,RWD,2247,29835,20211
2016,Volkswagen,CC 2.0T R-Line,White,Automatic,FWD,21132,19899,20211
2016,Mercedes-Benz,C 300,White,Automatic,RWD,29773,24898,20211
2018,Tesla,Model S 75D,Black,Automatic,AWD,13067,59996,20211
2018,Tesla,Model S 75D,Black,Automatic,AWD,12708,59996,20211
2016,Mercedes-Benz,CLA 250,Black,Automanual,FWD,25846,23996,20211
2018,Volvo,S90 T5 Momentum,Gray,Automatic,AWD,13418,33991,20211
2016,Mercedes-Benz,C 300,Black,Automatic,RWD,20882,25991,20211
2017,Mercedes-Benz,E 300,Silver,Automatic,RWD,29855,36000,20211
2016,Mercedes-Benz,CLA 250,Black,Automanual,FWD,23444,24998,20211
2017,Maserati,Ghibli,Blue,Automatic,RWD,13086,48795,20211
2018,Jaguar,XF 20d Premium,White,Automatic,RWD,2766,34996,20211
2014,Audi,S4 3.0 Premium Plus,Black,Automanual,AWD,53968,25996,20211
2017,Kia,Optima LX,White,Automatic,FWD,48089,12899,20211
2018,Toyota,Corolla LE,Silver,CVT,FWD,43322,13499,20211
2017,BMW,320 i,Black,Automatic,RWD,24545,21392,20211
2019,BMW,330 i,Black,Automatic,RWD,5238,37994,20211
2016,BMW,328 i xDrive SULEV,Gray,Automatic,AWD,39914,21294,20211
2016,BMW,528 i,Silver,Automatic,RWD,54259,21492,20211
2016,BMW,340 i,Blue,Automatic,RWD,9168,33381,20211
2017,Toyota,Camry SE,White,Automatic,FWD,22457,19788,20211
2016,Nissan,Altima 2.5 SV,Black,CVT,FWD,42550,15885,20211
2015,Lexus,ES 300h Base,Other,Automatic,FWD,34012,23500,20211
2011,Audi,A8 Base,Blue,Automatic,AWD,111470,14999,20211
1994,Cadillac,DeVille Concours,Other,Automatic,Unknown,102053,3888,20211
2018,INFINITI,Q50 2.0t LUXE,Black,Automatic,RWD,28134,24458,20211
2017,Nissan,Sentra SV,Silver,CVT,FWD,51743,13300,20211
2017,Hyundai,Elantra SE,White,Automatic,FWD,29402,14500,20211
2018,Mercedes-Benz,E 300 4MATIC,White,Automatic,AWD,12001,42500,20211
2016,Mercedes-Benz,C 300,Blue,Automatic,RWD,42608,23200,20211
2018,BMW,530 i xDrive,Gray,Automatic,AWD,36242,36500,20211
2018,Honda,Accord LX,Red,CVT,FWD,1939,23200,20211
2018,Toyota,Camry XSE,Silver,Automatic,FWD,8818,28900,20211
2018,Lexus,ES 350 Base,Silver,Automatic,FWD,5699,32100,20211
2016,Audi,A6 3.0T Premium Plus,Silver,Automatic,AWD,40073,26700,20211
2017,Cadillac,CT6 3.6L Luxury,Black,Automatic,AWD,20391,35000,20211
2016,Mercedes-Benz,S 550,Black,Automatic,RWD,37887,53300,20211
2017,Nissan,Sentra SV,White,CVT,FWD,42563,13000,20211
2016,INFINITI,Q50 3.0T Premium,White,Automatic,RWD,36233,22500,20211
2017,BMW,340 i,Blue,Automatic,RWD,27975,33000,20211
2014,Tesla,Model S,White,Automatic,RWD,29860,43900,20211
2018,Honda,Accord Sport 2.0T,Red,Automatic,FWD,4574,26400,20211
2016,Lexus,GS 350,Blue,Automatic,RWD,25627,29500,20211
2014,Chrysler,300 S,Gray,Automatic,RWD,90565,14478,20211
2016,BMW,328 i,Black,Automatic,RWD,40485,22795,20211
2016,BMW,750 i xDrive,Gray,Automatic,AWD,37036,44991,20211
2014,Honda,Accord Sport,White,CVT,FWD,80124,16998,20211
2016,Toyota,Camry SE,White,Automatic,FWD,47963,16999,20211
2016,Scion,iA 4dr Sdn Auto (Natl),White,Other,Unknown,33155,14999,20211
2017,Toyota,Camry SE,White,Automatic,FWD,35779,17999,20211
2018,Toyota,Camry L,Gray,Automatic,FWD,31780,21499,20211
2016,Toyota,Camry XLE,Silver,Automatic,FWD,32152,19699,20211
2016,Volvo,S60 T5 Drive-E Premier,Silver,Automatic,FWD,4441,21333,20211
2015,INFINITI,Q50 Hybrid Sport,Black,Automatic,RWD,24566,26495,20211
2014,Ford,Fusion Titanium,Red,Automatic,FWD,79531,11995,20211
2019,Audi,A6 55 Premium,Black,Automatic,AWD,2000,57898,20211
2019,Audi,A4 2.0T Premium Plus,White,Automatic,AWD,7040,37392,20211
2016,Mazda,Mazda3 i Grand Touring,Black,Automatic,FWD,30966,16581,20211
2013,INFINITI,G37 Journey,White,Automatic,RWD,87591,12971,20211
2016,Mercedes-Benz,S 550,Black,Automatic,RWD,47588,49288,20211
2018,Honda,Accord EX,Black,CVT,FWD,3762,24998,20211
2016,Mercedes-Benz,C 300,Gray,Automatic,RWD,26431,23998,20211
2017,Honda,Civic EX,Blue,CVT,FWD,23273,19998,20211
2017,Mazda,Mazda6 Grand Touring,Red,Automatic,FWD,16028,22998,20211
2012,Ford,Fusion SE,Black,Automatic,FWD,63827,11998,20211
2017,Honda,Accord Sport,Black,CVT,FWD,48106,18212,20211
2014,Acura,RLX Technology Package,Black,Automatic,FWD,77495,17987,20211
2015,Nissan,Altima 2.5,Silver,CVT,FWD,70726,11720,20211
2017,Honda,Accord LX,Silver,CVT,FWD,24077,18981,20211
2018,Honda,Civic EX,Red,CVT,FWD,21937,19991,20211
2015,Chevrolet,Impala 1LS,Silver,Automatic,FWD,90170,13600,20211
2019,Cadillac,CTS 3.6L Luxury,Black,Automatic,RWD,26571,30146,20211
2016,BMW,528 i,Silver,Automatic,RWD,31917,23000,20211
2016,Dodge,Charger R/T,Black,Automatic,RWD,33480,24500,20211
2016,Dodge,Charger R/T,Gray,Automatic,RWD,44220,25000,20211
2018,Hyundai,Sonata Limited 2.0T,Black,Automatic,FWD,21162,21499,20211
2015,INFINITI,Q50 Premium,Red,Automatic,RWD,78082,18995,20211
2016,Mazda,Mazda3 i Touring,Black,Automatic,FWD,29711,16788,20211
2015,Subaru,WRX Limited,Gray,CVT,AWD,58680,24156,20211
2018,Cadillac,XTS Luxury,Silver,Automatic,FWD,30704,24585,20211
2018,Subaru,Legacy 2.5i Sport,Silver,CVT,AWD,3331,23500,20211
2016,Subaru,WRX Base,Silver,Manual,AWD,36732,20891,20211
2003,Audi,A4 1.8T quattro,Silver,Automatic,AWD,122746,4495,20211
2013,Kia,Forte EX,Red,Automatic,FWD,95553,6991,20211
2016,Ford,Fusion SE,Black,Automatic,FWD,37556,15998,20211
2016,Mercedes-Benz,C 300,Black,Automatic,RWD,18849,25982,20211
2016,BMW,750 i xDrive,Blue,Automatic,AWD,24150,44998,20211
